# w1 w2 "Data Height"
 43.98 4.619 42020.46
 137.57 4.619 40780.09
 16.86 4.619 39174.04
 116.68 4.619 38413.28
 12.54 4.619 37699.95
 117.96 4.622 138341.58
 14.57 4.622 66685.38
 52.64 4.622 65008.84
 36.47 4.622 60362.28
 42.84 4.622 50440.79
 33.42 4.622 45846.13
 55.83 4.622 45303.49
 19.03 4.622 41187.07
 56.72 4.622 37260.39
 138.84 4.625 90599.34
 50.22 4.625 88688.19
 88.16 4.625 77751.61
 86.89 4.625 50543.06
 90.2 4.625 49343.78
 4.39 4.625 48888.37
 3.5 4.625 36932.05
 139.6 4.628 221928.5
 40.55 4.628 119891.01
 109.17 4.628 63226.69
 117.32 4.628 47713
 1.46 4.628 44065.53
 39.4 4.632 131656.7
 38.38 4.632 128462.98
 121.78 4.632 128074.51
 118.21 4.632 118025.59
 35.84 4.632 117735.76
 34.69 4.632 112293.84
 122.67 4.632 91493.73
 59.14 4.632 49449.22
 115.92 4.632 43082.86
 21.45 4.632 41321.36
 116.43 4.632 39712.71
 16.1 4.632 36376.55
 120.89 4.635 130799.63
 98.86 4.635 119431.91
 119.61 4.635 102466.26
 123.43 4.635 85266.69
 18.27 4.635 74753.85
 100.39 4.635 57862.56
 14.7 4.635 50398.32
 16.86 4.635 48404.46
 81.67 4.635 46394.31
 139.6 4.642 286602.35
 18.01 4.642 95098.24
 79.89 4.642 93937.17
 137.57 4.642 88383.64
 2.1 4.642 68581.37
 78.87 4.642 62249.72
 82.69 4.642 48784.88
 6.17 4.642 45084.56
 3.62 4.642 41955.53
 125.47 4.642 38484.36
 37.24 4.642 37222.63
 122.03 4.645 160737.35
 138.71 4.645 147650.06
 83.58 4.645 70659.03
 124.2 4.645 61354.73
 118.85 4.645 59708.01
 80.65 4.645 55490.5
 55.83 4.645 47836.39
 88.04 4.645 42881.2
 103.83 4.645 40986.63
 120.89 4.648 195280.83
 122.54 4.648 99575.15
 118.21 4.648 84742.36
 35.84 4.648 83563.51
 81.67 4.648 82138.19
 2.86 4.648 59111.61
 109.05 4.648 53565.5
 52.64 4.648 42978.93
 116.56 4.648 42500.43
 86.13 4.648 35742.11
 88.67 4.648 34564.33
 38.64 4.651 153887.51
 39.4 4.651 128166.08
 18.14 4.651 90955.97
 36.6 4.651 81356.74
 1.59 4.651 71299.98
 86.89 4.651 58075.72
 117.32 4.651 44552.01
 42.84 4.651 39670.16
 5.28 4.651 35461.86
 121.78 4.655 155224.43
 123.56 4.655 148107.66
 40.55 4.655 146488.97
 51.37 4.655 128052.74
 37.87 4.655 120469.72
 125.6 4.655 47012.15
 77.6 4.655 44975.69
 16.86 4.655 39874.12
 57.73 4.655 38114.43
 139.6 4.658 341365
 122.67 4.658 140583.51
 50.1 4.658 130446.48
 34.94 4.658 96187.92
 104.08 4.658 49512.57
 41.57 4.658 47661.99
 15.34 4.658 40358.42
 98.73 4.661 7268115
 138.71 4.661 132203.3
 119.61 4.661 110231.23
 109.05 4.661 100732.9
 3.62 4.661 81581.46
 18.14 4.661 78900.83
 137.57 4.661 73504.87
 81.67 4.661 52175.15
 89.06 4.661 44750.69
 46.91 4.661 43741.03
 80.78 4.661 35216.43
 76.96 4.665 298330.58
 99.75 4.665 245411.42
 120.89 4.665 182502.1
 35.84 4.665 135558.75
 55.83 4.665 83435.34
 118.34 4.665 80831.5
 2.1 4.665 77116.39
 82.56 4.665 68956.27
 79.89 4.665 56006.7
 83.84 4.665 53712.09
 59.01 4.665 52282.71
 55.44 4.665 46212.3
 14.57 4.665 45955.3
 101.28 4.665 45396.38
 73.78 4.665 37597.79
 100.51 4.668 183536.97
 16.23 4.668 90442.98
 52.64 4.668 59798.32
 4.39 4.671 50999.15
 16.99 4.671 47521.55
 59.77 4.671 46250.2
 70.09 4.671 43751.78
 102.04 4.671 40634.07
 21.32 4.671 35517.7
 6.17 4.674 57051.56
 139.6 4.678 439488.24
 120.89 4.678 207979.71
 138.58 4.678 169724.64
 79.89 4.678 127083.98
 123.69 4.678 119358.55
 118.34 4.678 109801.66
 40.55 4.678 102423.06
 137.57 4.678 97386.01
 1.59 4.678 94507.92
 119.61 4.678 93177.46
 117.32 4.678 67518.65
 115.79 4.678 62282.79
 104.08 4.678 43596.13
 14.57 4.678 43568.56
 116.56 4.678 43003.48
 47.04 4.678 37717.91
 109.05 4.681 134554.45
 2.1 4.681 116827.95
 2.99 4.681 74037.78
 5.15 4.681 50947.66
 57.61 4.681 45770.55
 87.02 4.681 42062.44
 79 4.681 39546.13
 18.01 4.684 209647.85
 36.85 4.684 120341.94
 51.5 4.684 104497.17
 83.58 4.684 93737.42
 3.62 4.684 85763.45
 82.82 4.684 79653.46
 88.67 4.684 75812.58
 33.42 4.684 75714.06
 41.57 4.684 73275.9
 55.95 4.684 72129.73
 19.03 4.684 68872
 125.47 4.684 66447.48
 104.97 4.684 64363.35
 21.32 4.684 63315.21
 88.04 4.684 57800.9
 4.51 4.684 45181.29
 42.71 4.684 45080.83
 75.56 4.684 41089
 59.01 4.684 39030.05
 77.6 4.684 35449.82
 50.1 4.688 162319.52
 80.65 4.688 80123.83
 10.88 4.688 75142.2
 59.9 4.688 75077.55
 39.27 4.691 264475.75
 123.56 4.691 215461.84
 122.67 4.691 174789.02
 34.82 4.691 158174.71
 109.17 4.691 127436.43
 81.67 4.691 121910.38
 88.93 4.691 91556.54
 115.79 4.691 74741
 125.72 4.691 69554.49
 15.46 4.691 56597.24
 103.83 4.691 53201.44
 120.89 4.694 237491.11
 121.78 4.694 221878.09
 138.71 4.694 189201.4
 99.37 4.694 118665.52
 118.21 4.694 114936.18
 116.56 4.694 109384.81
 117.32 4.694 102687.62
 119.74 4.694 102609.38
 118.72 4.694 93300.14
 86.13 4.694 44906.52
 40.55 4.697 199766.95
 52.64 4.697 147543.03
 48.7 4.697 89760.49
 77.47 4.697 84863.62
 14.57 4.697 84213.14
 90.07 4.697 64834.02
 125.47 4.697 59504.32
 106.24 4.697 47299.97
 76.58 4.697 39109.92
 3.62 4.701 135239.19
 16.23 4.701 124116.15
 21.45 4.701 111158.32
 83.58 4.701 110584.96
 59.14 4.701 85521.01
 79.76 4.701 85468.64
 4.39 4.701 73998.53
 100.39 4.701 68858.06
 6.17 4.701 62899.46
 42.84 4.701 56179.75
 1.46 4.701 54759.18
 58.63 4.701 46526.47
 2.86 4.701 43851.46
 35.84 4.704 266965.01
 36.73 4.704 140372.28
 5.28 4.704 101932.76
 55.95 4.704 77606.35
 61.43 4.704 55998.28
 16.86 4.704 55730.74
 139.6 4.707 628210.74
 120.89 4.707 277390.71
 39.4 4.707 239270.21
 138.71 4.707 222907.12
 38.51 4.707 220194.65
 118.21 4.707 215382.61
 119.61 4.707 179619.75
 122.67 4.707 170115.21
 137.44 4.707 136707.57
 18.14 4.707 125050.42
 49.97 4.707 117170.17
 77.72 4.707 104324.48
 41.44 4.707 95932.75
 62.32 4.707 92067.56
 86.13 4.707 87728.53
 2.1 4.707 84847.02
 81.67 4.707 78940.5
 79 4.707 61952.54
 90.71 4.707 56734.3
 8.46 4.707 54020.32
 86.89 4.707 53265.37
 12.66 4.707 40983.05
 88.04 4.707 40939.24
 136.67 4.707 39839.48
 80.65 4.707 37942.81
 37.75 4.711 185956.6
 109.05 4.711 149655.91
 82.69 4.711 124884.08
 117.32 4.711 116001.15
 115.92 4.711 72909.91
 15.46 4.711 71805.18
 73.78 4.711 60950.37
 62.83 4.711 49238.87
 100.39 4.714 163563.27
 2.86 4.714 134300.01
 88.8 4.714 128133.68
 3.75 4.714 89096.64
 103.95 4.714 87391.7
 77.6 4.714 79981.65
 59.9 4.714 76308.72
 64.23 4.714 74766.32
 78.23 4.714 38485.82
 123.56 4.717 392948.97
 51.37 4.717 265416.6
 18.27 4.717 203994.36
 83.84 4.717 179111.16
 4.64 4.717 150162.91
 6.17 4.717 127895.86
 90.07 4.717 120579.25
 17.63 4.717 96909.15
 55.44 4.717 66822.98
 75.31 4.717 61946.53
 33.54 4.717 51282.43
 139.6 4.72 963854.84
 121.9 4.72 336940.2
 120.89 4.72 336557.28
 138.58 4.72 287712.26
 38.51 4.72 254810.5
 122.67 4.72 229745.91
 37.87 4.72 228639.97
 118.34 4.72 225328.34
 125.6 4.72 212006.1
 81.67 4.72 205128.33
 41.57 4.72 193836.4
 1.97 4.72 160098.89
 21.58 4.72 155402.2
 80.65 4.72 149282.04
 46.91 4.72 116393.89
 19.03 4.72 104943.81
 126.87 4.72 103178.67
 0.95 4.72 102204.4
 126.11 4.72 102056.07
 73.9 4.72 82693.23
 124.45 4.72 82681.81
 15.46 4.72 74469.72
 11.01 4.72 72292.26
 11.52 4.72 67747.27
 86.25 4.72 60290.05
 53.02 4.72 44076.72
 123.81 4.724 356618.64
 70.09 4.724 270543.47
 36.73 4.724 247701.49
 42.97 4.724 230292.59
 44.11 4.724 220319.3
 55.95 4.724 210016.98
 52.51 4.724 197758.39
 75.56 4.724 189757.5
 89.18 4.724 181622.52
 12.66 4.724 179877.39
 35.84 4.724 179193.04
 104.97 4.724 149452.62
 61.43 4.724 143129.4
 3.24 4.724 135501.97
 65.88 4.724 121341.91
 20.17 4.724 120825.06
 62.32 4.724 73095.88
 63.08 4.724 58516.81
 122.41 4.727 615229.1
 40.55 4.727 444328.31
 79.76 4.727 347065.2
 34.82 4.727 322321.33
 137.57 4.727 284775.85
 127.13 4.727 237688.16
 64.36 4.727 184041.98
 99.5 4.727 140708.63
 77.6 4.727 116236.93
 4.39 4.727 114400.39
 45.38 4.727 112807.02
 104.08 4.727 100752.62
 48.7 4.727 99619.48
 78.87 4.727 75927.3
 68.3 4.727 49743.93
 36.98 4.73 403934.38
 116.18 4.73 280565.25
 8.46 4.73 197390.6
 86.89 4.73 195547.81
 74.29 4.73 118512.4
 40.8 4.734 613825.13
 49.97 4.734 490324.43
 57.61 4.734 394059.13
 56.33 4.734 392709.82
 109.17 4.734 321798.79
 16.36 4.734 301602.41
 59.14 4.734 249339.22
 14.57 4.734 208122.25
 88.04 4.734 201190.15
 80.65 4.734 200187.5
 76.58 4.734 156881.81
 22.08 4.734 147990.68
 44.24 4.734 106852.92
 49.08 4.734 56943.77
 139.6 4.737 2213097.29
 39.27 4.737 642670.49
 38.38 4.737 572252.03
 122.8 4.737 511923.11
 52.64 4.737 504121.36
 82.82 4.737 412386.61
 81.67 4.737 373511.07
 119.61 4.737 340228.17
 137.44 4.737 270525.28
 1.97 4.737 242608.95
 5.28 4.737 232552.8
 20.94 4.737 226376.81
 12.79 4.737 175224.51
 51.37 4.737 149331.88
 86 4.737 146298.66
 19.03 4.737 104304.41
 55.57 4.737 102376.16
 73.65 4.737 80488.15
 45.89 4.737 74137.77
 135.27 4.737 69881.5
 138.71 4.74 1218582.44
 120.89 4.74 781454.47
 35.84 4.74 718370.08
 100.39 4.74 392818.91
 88.29 4.74 368871.82
 62.32 4.74 320684.64
 83.84 4.74 256444.01
 127.51 4.74 255524.29
 77.6 4.74 205270.81
 117.45 4.74 184260.81
 99.37 4.74 134607.64
 71.36 4.74 127433.53
 126.49 4.74 104137.84
 59.77 4.74 82249.47
 109.17 4.743 910625.81
 21.19 4.743 645966.71
 16.61 4.743 460489.48
 116.56 4.743 371524.99
 90.07 4.743 332875.59
 15.34 4.743 321240.21
 106.12 4.743 255339.86
 125.6 4.743 238677.63
 105.23 4.743 236609.78
 43.09 4.743 208668.68
 125.22 4.743 207652.16
 104.08 4.743 174273.98
 64.23 4.743 128234.75
 76.07 4.743 99051.65
 108.28 4.743 91457.48
 6.17 4.743 70708.6
 120.76 4.747 1506751.85
 118.47 4.747 1184919
 86.13 4.747 741389.69
 3.62 4.747 697161.03
 79 4.747 406560.22
 137.44 4.747 399346.6
 117.19 4.747 266476.26
 61.43 4.747 256551.13
 101.28 4.747 243014.56
 99.62 4.747 203507.27
 133.62 4.747 168075.01
 56.21 4.747 144530.16
 75.56 4.747 41485.36
 18.14 4.75 1393342.75
 122.54 4.75 1282215.97
 80.02 4.75 1241811.13
 8.46 4.75 880237.5
 15.59 4.75 875073.9
 57.48 4.75 801716.25
 49.97 4.75 712165.89
 62.45 4.75 696277.25
 34.94 4.75 642375.26
 12.92 4.75 623595.34
 45.51 4.75 571350.24
 33.42 4.75 534014.94
 28.45 4.75 427697.31
 73.65 4.75 401230.61
 76.45 4.75 388554.72
 122.03 4.75 381518.78
 74.41 4.75 354299.09
 11.52 4.75 236843.32
 139.6 4.753 10820971
 121.01 4.753 3016972.75
 138.84 4.753 2816632.76
 109.55 4.753 1939051.5
 35.96 4.753 1893431.1
 41.06 4.753 1747709.53
 38.51 4.753 1690083.71
 4.9 4.753 1587366.38
 1.97 4.753 1388497.95
 36.85 4.753 1364139.48
 89.06 4.753 1358131.09
 86.38 4.753 1186934.38
 137.82 4.753 1007300.17
 51.37 4.753 999555.06
 119.61 4.753 946602.67
 83.96 4.753 740422.71
 37.75 4.753 739730.5
 80.78 4.753 682669.68
 13.55 4.753 668620.81
 71.36 4.753 522821.61
 88.16 4.753 499192.27
 47.17 4.753 454463.78
 65.37 4.753 412700.19
 108.66 4.753 275500.88
 65.88 4.753 103107.91
 102.68 4.753 102719.11
 39.66 4.756 3235349.79
 82.05 4.756 2937737.5
 41.82 4.756 2386205.93
 122.92 4.756 2335093.48
 86.76 4.756 2167182.75
 126.11 4.756 2165434.03
 57.73 4.756 2105738
 8.84 4.756 2079803.88
 53.15 4.756 1955867.25
 76.96 4.756 1733536.63
 62.96 4.756 1705961.63
 50.22 4.756 1606601.88
 44.24 4.756 1542300.14
 18.52 4.756 1449410.5
 56.72 4.756 905636.01
 68.43 4.756 859440.25
 106.24 4.756 781499.27
 54.42 4.756 616556.52
 20.3 4.756 589385.88
 103.06 4.756 378422.36
 102.17 4.756 341967.46
 61.68 4.756 316762.72
 19.03 4.756 306611.37
 92.11 4.756 117876.58
 139.86 4.76 28525658
 124.2 4.76 5078688.45
 121.4 4.76 2469211.5
 58.12 4.76 2359145.5
 38.76 4.76 1895337.69
 17.12 4.76 1851052.63
 90.2 4.76 1361675.54
 21.45 4.76 1353828.82
 47.55 4.76 1297239
 84.47 4.76 1236338.21
 6.17 4.76 1189669.01
 104.08 4.76 951703.38
 22.34 4.76 902283.65
 43.6 4.76 810556.29
 30.11 4.76 797180.26
 95.55 4.76 731115.13
 2.99 4.76 577213.14
 74.54 4.76 565887.38
 59.26 4.76 433032.26
 94.02 4.76 345710.16
 9.48 4.76 165779.27
 53.66 4.763 3218476.25
 126.49 4.763 3042786.54
 46.15 4.763 2786715.56
 127.13 4.763 2640141.92
 63.21 4.763 2559490
 2.48 4.763 2270034.54
 125.34 4.763 2166054.28
 3.75 4.763 2067853.14
 44.49 4.763 2031899.81
 100.51 4.763 2007506.5
 91.09 4.763 1907480.93
 87.15 4.763 1663804
 77.47 4.763 1507191.38
 19.28 4.763 1499673
 66.39 4.763 1277328.5
 23.74 4.763 1236090.53
 108.92 4.763 1217188.51
 5.53 4.763 1125405.08
 64.48 4.763 993467.75
 68.68 4.763 811364.19
 121.9 4.763 758230.15
 83.58 4.763 434123.17
 7.57 4.763 363610.65
 131.58 4.766 6553689.5
 124.83 4.766 5236078.64
 129.54 4.766 4385704.25
 132.85 4.766 3384075.83
 42.97 4.766 3127529.87
 127.51 4.766 3124667.32
 93 4.766 2787172.25
 128.53 4.766 2693207.78
 134 4.766 2364944
 111.85 4.766 2297209.75
 60.03 4.766 1966918.06
 6.42 4.766 1817142.13
 20.81 4.766 1807696
 118.85 4.766 1628039.31
 29.21 4.766 1422608.5
 94.53 4.766 1417061.75
 74.8 4.766 1328955
 67.28 4.766 1310321.71
 106.88 4.766 1296704.63
 9.86 4.766 1287669.44
 51.88 4.766 1259292.25
 91.35 4.766 1186495.57
 98.22 4.766 667472.93
 60.79 4.766 154308.6
 0.19 4.77 38013340
 30.62 4.77 6145868.5
 1.2 4.77 3660300.8
 25.14 4.77 2969665.46
 45 4.77 2387448.89
 3.37 4.77 1814515.35
 31.51 4.77 1802509.78
 62.06 4.77 1752672
 63.85 4.77 1640882.07
 99.24 4.77 1430836.63
 71.99 4.77 1385152.13
 22.98 4.77 1334747.88
 48.31 4.77 1330591.77
 68.94 4.77 1270218.51
 7.82 4.77 1235169.01
 64.74 4.77 787995.1
 120 4.77 731939.75
 122.16 4.77 673925.44
 96.57 4.77 633164.69
 83.33 4.77 373611.98
 48.82 4.77 350182.24
 6.68 4.773 3076188.25
 82.82 4.773 2276227
 66.65 4.773 2222077.25
 52.13 4.773 1785130.63
 31.89 4.773 1499560
 67.54 4.773 1292993.5
 69.58 4.773 1278285.25
 107.9 4.773 1241921.63
 110.32 4.773 1218456.75
 75.05 4.773 1217840
 117.32 4.773 1145537.33
 112.74 4.773 1035492.5
 85.62 4.773 896702.11
 27.69 4.773 876770.48
 28.83 4.773 841231.42
 116.56 4.773 729099.76
 61.17 4.773 575035.21
 118.21 4.773 516483.36
 34.05 4.773 499984.47
 115.79 4.773 484125.61
 103.32 4.773 471045.01
 32.65 4.773 458008.98
 114.39 4.773 414224.56
 14.45 4.773 393031.52
 5.15 4.773 371171.76
 26.16 4.776 2744626.03
 24.38 4.776 2124108.27
 1.84 4.776 1525407.03
 78.74 4.776 1517465.57
 99.62 4.776 1420202.75
 22.08 4.776 1418493.63
 72.38 4.776 1329296.38
 27.3 4.776 1221855.54
 58.75 4.776 1172020.28
 96.06 4.776 1152545.5
 43.98 4.776 1139923.54
 120.25 4.776 867142.88
 17.76 4.776 832571.37
 94.91 4.776 819036.38
 92.11 4.776 586705.26
 101.79 4.776 517080.91
 98.73 4.776 354738.76
 34.94 4.776 311618.47
 29.85 4.779 2412584.25
 57.23 4.779 2028553.25
 73.4 4.779 1783128.25
 64.86 4.779 1706380.82
 85.11 4.779 1623084.93
 32.14 4.779 1509768.15
 70.59 4.779 1400977
 8.21 4.779 1386911.78
 33.16 4.779 1299916.38
 83.96 4.779 1226986.84
 79.63 4.779 1211890.72
 28.32 4.779 1181544
 77.98 4.779 1114965.55
 97.59 4.779 1096379.13
 23.74 4.779 1028866.56
 81.29 4.779 974732.63
 76.32 4.779 953916.25
 54.68 4.779 950057.44
 133.36 4.779 845508.4
 122.41 4.779 723251.56
 112.1 4.779 687832.09
 34.31 4.779 624238.06
 87.91 4.779 580943.91
 19.67 4.779 578180.05
 132.09 4.779 525649.47
 10.5 4.779 475684.75
 113.63 4.779 438707.71
 47.93 4.779 420378.98
 119.61 4.779 383935.85
 4.9 4.779 271454.56
 107.64 4.779 245143.7
 102.42 4.779 193086.96
 95.17 4.783 1930797.63
 125.72 4.783 1644722.28
 81.8 4.783 1523341.6
 109.68 4.783 1315253
 62.57 4.783 1259974
 50.73 4.783 1092188
 130.05 4.783 1071082.67
 97.2 4.783 1013451.35
 136.8 4.783 917947.57
 43.47 4.783 827822.27
 54.3 4.783 820985.5
 68.05 4.783 795105.25
 101.15 4.783 681060.63
 124.96 4.783 625193.18
 41.95 4.783 549554.78
 65.63 4.783 537265.05
 52.51 4.783 533691.25
 56.59 4.783 508850.86
 80.4 4.783 417299.68
 93.51 4.783 359720.46
 126.36 4.783 349014.99
 134.64 4.783 327750.28
 121.01 4.783 227834.32
 130.56 4.783 224439.33
 129.03 4.783 215815.84
 47.17 4.786 1768677.88
 8.59 4.786 1739279.25
 86.38 4.786 1673111.38
 29.6 4.786 1401747.13
 124.07 4.786 1279356
 76.58 4.786 1115544.25
 57.61 4.786 1044185.61
 53.15 4.786 911950.81
 13.55 4.786 801143.81
 66.01 4.786 745888.97
 122.67 4.786 656532.83
 11.77 4.786 537559.25
 119.36 4.786 494806.59
 132.35 4.786 454123.96
 137.57 4.786 390947.85
 76.07 4.786 388390.41
 4.13 4.786 130180.05
 102.17 4.786 60433.48
 29.21 4.789 1445432.26
 110.83 4.789 1299410.63
 16.48 4.789 1108413.99
 15.59 4.789 988508.09
 72.76 4.789 899953.14
 67.03 4.789 686557.38
 7.32 4.789 571477.69
 130.82 4.789 440602.06
 45.64 4.789 418549.06
 111.21 4.789 392038.66
 94.15 4.789 300399.01
 105.99 4.789 191791.3
 108.41 4.789 146839.16
 53.41 4.793 1259107.63
 63.34 4.793 1178119.75
 92.62 4.793 1112302.53
 124.32 4.793 969909.45
 57.86 4.793 929393.54
 66.27 4.793 877107.16
 18.77 4.793 750692.56
 71.74 4.793 557526.38
 104.59 4.793 515789.68
 55.83 4.793 500995.33
 123.31 4.793 460205.58
 17.12 4.793 430958.36
 73.9 4.793 371053.66
 83.33 4.793 364157.16
 2.22 4.793 309291.44
 96.31 4.793 206941.42
 20.81 4.793 205011.41
 103.06 4.793 180390.96
 126.49 4.796 828663.48
 128.02 4.796 800160.54
 22.34 4.796 775992.1
 25.01 4.796 721324.29
 131.07 4.796 716049.92
 124.83 4.796 702800.07
 31.51 4.796 615513.61
 59.64 4.796 574674.25
 111.46 4.796 520324.12
 44.75 4.796 492834.58
 128.78 4.796 488132
 105.35 4.796 467212.71
 77.22 4.796 450869.66
 103.83 4.796 392596.06
 87.4 4.796 329388.57
 132.6 4.796 266430.77
 58.75 4.796 236445.3
 9.61 4.796 215991.72
 3.37 4.796 188340.81
 74.8 4.796 182951.89
 54.81 4.796 167205.92
 30.23 4.799 989193.22
 19.54 4.799 839950.07
 26.29 4.799 791466.75
 20.43 4.799 730308.79
 60.28 4.799 538664.38
 127.13 4.799 483550.92
 89.44 4.799 439684.55
 106.75 4.799 432154.47
 131.58 4.799 311250.65
 32.27 4.799 290808.1
 85.62 4.799 231168.85
 61.81 4.799 195366.68
 42.84 4.799 172737.49
 41.31 4.799 116894.88
 137.95 4.799 116464.32
 139.35 4.802 915231.69
 66.52 4.802 826773.32
 67.41 4.802 628363.89
 64.86 4.802 616362.93
 23.99 4.802 611666.55
 26.92 4.802 448786.67
 27.81 4.802 425295.18
 61.05 4.802 408453.94
 6.68 4.802 401676.67
 129.42 4.802 370991.25
 75.05 4.802 349195.05
 21.83 4.802 294735.11
 42.2 4.802 281906.66
 134.13 4.802 148904.49
 25.4 4.806 862514.25
 23.23 4.806 466815.87
 29.34 4.806 429288.59
 113.5 4.806 337631.65
 73.01 4.806 333081.78
 84.22 4.806 312050.24
 43.47 4.806 301600.19
 70.72 4.806 169708.15
 98.61 4.806 145696.92
 7.82 4.806 95207.83
 133.24 4.806 94248.09
 130.31 4.809 439652.1
 109.68 4.809 388169.61
 56.97 4.809 296420.34
 97.46 4.809 269502.18
 107.52 4.809 259558.16
 85.11 4.809 232518.44
 69.19 4.809 229745.9
 127 4.809 227238.82
 115.16 4.809 218467.52
 86.64 4.809 94690.37
 5.79 4.809 86071.14
 33.16 4.809 61889.88
 58.75 4.809 50357.66
 17.12 4.809 40732.56
 112.23 4.812 469212.64
 95.29 4.812 423178.6
 110.96 4.812 404762.03
 93.51 4.812 374312.98
 132.73 4.812 357117.11
 128.02 4.812 281374.12
 68.3 4.812 224590.78
 90.46 4.812 217281.03
 97.2 4.812 206293.65
 136.55 4.812 174734.83
 77.98 4.812 169169.16
 62.7 4.812 144024.4
 108.41 4.812 88306.89
 87.4 4.816 368636.6
 23.99 4.816 346978.78
 29.34 4.816 341461.85
 63.59 4.816 316538.31
 129.67 4.816 284921.08
 91.86 4.816 271644.72
 115.03 4.816 242239.66
 73.01 4.816 237898.71
 27.81 4.816 221940.85
 20.68 4.816 201455.04
 105.74 4.816 184325.38
 89.57 4.816 174904.69
 47.42 4.816 172970.08
 67.28 4.816 170170.25
 13.55 4.816 162503.88
 91.22 4.816 162145.69
 104.72 4.816 156984.19
 94.15 4.816 147398.33
 96.31 4.816 128248.9
 28.58 4.816 108766.33
 26.92 4.819 481068.9
 92.62 4.819 459840.15
 31.51 4.819 400336.06
 131.84 4.819 352054.92
 110.7 4.819 287539.25
 24.89 4.819 275908.89
 7.95 4.819 267588.1
 44.88 4.819 249206.68
 75.94 4.819 153060.99
 136.04 4.819 143447.75
 106.88 4.819 135529.39
 46.53 4.819 121333.51
 9.99 4.819 100689.09
 83.58 4.819 49030.91
 134.26 4.822 206066.22
 60.41 4.822 194075.72
 43.22 4.822 185300.74
 14.95 4.822 122432.07
 128.78 4.822 96313.17
 61.17 4.822 75504.76
 44.24 4.822 55900.89
 34.05 4.822 37166
 32.27 4.825 339702.99
 67.92 4.825 190770.17
 71.87 4.825 165427.12
 16.36 4.825 163231.16
 6.81 4.825 145843.38
 101.02 4.825 134580.59
 20.43 4.825 131348.46
 74.03 4.825 96661.61
 113.5 4.825 88113.09
 30.11 4.825 39464.02
 17.37 4.825 38947.46
 19.54 4.829 135666.56
 75.18 4.829 135653.4
 85.75 4.829 59752.13
 15.72 4.829 53893.56
 12.92 4.829 40713.31
 83.33 4.829 34716.58
 26.29 4.832 257348.93
 66.65 4.832 216444.66
 67.54 4.832 211111.35
 70.72 4.832 170167.01
 133.36 4.832 123910.74
 89.57 4.832 115826.88
 72.76 4.832 112310.98
 43.22 4.832 105107.41
 22.59 4.832 97730.66
 81.29 4.832 94969.85
 93.51 4.835 370988.43
 73.52 4.835 318801.91
 76.45 4.835 261082.13
 27.05 4.835 251452.88
 84.35 4.835 222342.21
 97.46 4.835 205835.19
 27.81 4.835 169299.39
 85.11 4.835 152570.16
 80.14 4.835 142585.67
 57.23 4.835 136058.34
 124.71 4.835 94758.71
 18.01 4.835 93490.37
 122.8 4.835 63868.66
 8.46 4.835 57936.79
 137.18 4.835 56063.06
 77.98 4.835 50175.82
 130.56 4.839 356679.2
 64.99 4.839 323191.14
 109.68 4.839 291531.86
 137.82 4.839 273539.55
 25.52 4.839 258665.96
 125.98 4.839 245004.25
 67.28 4.839 209732.22
 20.43 4.839 201316.84
 23.36 4.839 185892.5
 23.99 4.839 164019.71
 124.45 4.839 158482.97
 43.47 4.839 136863.08
 44.24 4.839 128722.04
 15.59 4.839 122953.91
 132.35 4.839 119961.71
 112.36 4.839 118953.39
 21.83 4.839 114997.02
 101.15 4.839 111367.4
 32.27 4.839 103585.55
 136.42 4.839 91060.29
 115.03 4.839 81218.26
 127.13 4.839 69166.65
 15.08 4.839 65435.18
 98.48 4.839 62141.42
 102.93 4.839 61100.17
 81.93 4.839 49429.34
 113.5 4.839 37589.94
 110.96 4.842 471206.72
 73.9 4.842 383616.55
 86.51 4.842 341493.91
 16.74 4.842 315411.39
 68.18 4.842 271545.18
 95.29 4.842 260530.18
 8.84 4.842 259494.13
 62.7 4.842 213719.72
 76.96 4.842 212113.75
 128.02 4.842 185795.89
 74.41 4.842 153216.89
 91.86 4.842 135569.34
 57.73 4.842 91323.08
 134.26 4.842 76623.46
 131.07 4.845 421646.35
 66.14 4.845 397092.22
 28.71 4.845 374808.76
 92.62 4.845 327702.17
 44.49 4.845 254154.83
 13.55 4.845 243336.85
 67.16 4.845 237628.11
 71.74 4.845 220318.56
 128.91 4.845 208884.51
 47.42 4.845 168928.38
 31.51 4.845 163580.74
 2.35 4.845 134707.09
 105.35 4.845 124223.75
 108.41 4.845 122360.67
 123.05 4.845 120898.61
 89.57 4.845 111240.62
 60.54 4.845 105028.83
 103.7 4.845 84780.91
 87.4 4.845 72440.62
 72.76 4.845 49749.63
 18.9 4.848 444075.57
 20.56 4.848 393781.58
 109.94 4.848 383060.28
 53.41 4.848 382205.82
 29.21 4.848 370344.06
 24.76 4.848 309042.76
 26.41 4.848 281577.3
 68.43 4.848 269573.53
 57.99 4.848 248627.39
 63.46 4.848 236625.41
 82.18 4.848 220341.15
 15.72 4.848 194138.57
 126.36 4.848 179389.66
 69.19 4.848 175709.4
 111.46 4.848 141639.35
 88.42 4.848 119903.89
 9.73 4.848 112262.95
 115.41 4.848 78052.05
 3.37 4.848 75547.75
 98.73 4.848 38625.41
 30.23 4.852 757024.57
 66.39 4.852 441693.59
 124.58 4.852 390097.07
 137.95 4.852 372054.41
