# w1 w2 "Data Height"
 78.11 2.521 46079.99
 25.14 2.524 87079.74
 45.13 2.524 68044.17
 42.97 2.524 46396.65
 43.73 2.524 44529.46
 48.31 2.541 9089319.66
 47.29 2.541 450149.03
 25.01 2.541 90357.14
 78.23 2.541 47229.44
 139.48 2.541 44123.4
 46.53 2.544 168567.91
 45.89 2.544 102255.57
 45.13 2.544 84558.88
 44.37 2.544 66874.22
 42.2 2.544 43296.38
 43.73 2.544 38947.68
 41.57 2.544 35815.67
 25.14 2.554 100014.42
 25.14 2.57 100407.69
 25.14 2.583 91926.28
 25.14 2.6 75456.04
 25.14 2.613 92191.8
 50.99 2.623 68748.12
 25.14 2.629 66221.91
 48.44 2.629 35230.44
 25.14 2.642 84606.55
 77.09 2.649 49879.42
 31.51 2.652 44264.01
 25.14 2.655 64093.72
 25.14 2.672 58937.98
 48.31 2.675 8769652.13
 47.29 2.675 430827.04
 46.53 2.675 174555.6
 45.89 2.675 113229.88
 139.6 2.675 37390.96
 40.8 2.675 35137.43
 44.37 2.678 83540.38
 45.13 2.678 82567.4
 43.73 2.678 69413.77
 42.97 2.678 56753.21
 41.44 2.678 47839
 40.04 2.678 45087.75
 39.27 2.678 36848.48
 91.48 2.682 51210.46
 25.14 2.685 58600.46
 16.48 2.688 178282.39
 48.31 2.695 7337864.19
 47.29 2.695 361602.34
 46.53 2.698 153716.05
 45.89 2.698 81248.21
 45.13 2.698 78134.28
 44.37 2.698 51034.15
 42.97 2.698 42586.83
 43.73 2.698 39432.33
 25.01 2.701 54215.43
 25.14 2.715 55841.48
 25.01 2.731 64019.32
 28.2 2.734 36886.55
 25.01 2.744 59299.18
 25.01 2.761 55201.4
 25.14 2.774 61406.03
 25.14 2.79 53395.45
 25.01 2.803 59840.01
 25.14 2.816 49246.14
 25.01 2.833 52408.61
 25.14 2.846 46768.64
 25.01 2.862 83442.29
 25.01 2.879 159294
 78.62 2.908 58260.65
 57.1 2.925 47245.48
 37.87 2.934 55123.99
 37.87 2.957 45130.14
 42.07 3.04 336161.79
 39.91 3.04 75751.02
 38.51 3.046 52670.15
 33.03 3.049 139191.92
 39.53 3.049 55504.02
 25.14 3.053 44038.57
 38.38 3.066 52731.6
 41.82 3.069 153363.92
 48.7 3.112 116969.24
 75.69 3.122 40367.38
 39.27 3.138 63092.59
 47.42 3.171 101122.53
 38.38 3.187 96379.42
 56.72 3.207 1009955.47
 38.38 3.207 46409.37
 55.7 3.21 41109.97
 31 3.223 57477.67
 77.09 3.227 75772.42
 56.84 3.233 1132724.26
 55.83 3.233 37865.6
 43.35 3.253 148086.39
 39.4 3.253 35327.64
 56.84 3.256 76768.23
 77.09 3.259 6875560.5
 78.74 3.263 652346.74
 75.94 3.263 180863.3
 98.73 3.263 103920.84
 75.31 3.263 69124.62
 74.54 3.266 45252.34
 71.61 3.266 39832.66
 73.9 3.266 36119.36
 50.6 3.269 96315.59
 56.21 3.273 579703.75
 77.09 3.276 832307.25
 39.27 3.276 60015.66
 55.06 3.276 39359.03
 78.11 3.276 34717.42
 139.6 3.282 43226.22
 71.61 3.286 127255.01
 48.31 3.286 70143.94
 77.22 3.296 60432.79
 39.27 3.296 46885.28
 63.59 3.299 71771.8
 55.83 3.299 36078.47
 54.93 3.305 132278.75
 77.22 3.309 44811.49
 139.6 3.328 41357.12
 49.08 3.351 153429.22
 83.07 3.365 351559.13
 51.88 3.368 1054908.63
 72.63 3.368 358109.63
 80.4 3.368 49432.08
 72.5 3.381 100066.21
 70.85 3.394 1295217
 72.5 3.397 97759.73
 70.34 3.411 653051.94
 82.82 3.411 58629.34
 71.36 3.414 109793.84
 98.86 3.42 45358.62
 72.5 3.424 7847897.17
 78.62 3.424 1501417
 38.38 3.424 89244.19
 74.29 3.427 216005.8
 71.36 3.427 183445.4
 49.08 3.427 157083.71
 75.69 3.433 146836.22
 70.72 3.433 85793.94
 69.96 3.433 45113.5
 68.56 3.433 35944.87
 69.45 3.437 53445.16
 121.01 3.44 35826.24
 69.45 3.453 266151.56
 80.4 3.456 212751.95
 139.6 3.456 40049.5
 69.45 3.463 115697.71
 79.76 3.473 114424.14
 78.74 3.476 4427437.36
 63.59 3.476 146156.44
 72.38 3.479 1104131.5
 80.53 3.479 46877.24
 79.76 3.489 89974.3
 78.74 3.493 3134520.33
 63.59 3.493 56736.04
 80.4 3.496 37176.16
 78.62 3.509 5338958
 76.96 3.509 591278.94
 25.01 3.509 266420.13
 77.47 3.509 99857.03
 72.38 3.512 509695.67
 80.4 3.516 51750.09
 76.07 3.516 46710.81
 74.54 3.519 54855.52
 139.6 3.519 39950.59
 78.62 3.529 238677.04
 74.29 3.542 1118155.43
 78.62 3.545 63945.45
 73.27 3.545 51138.95
 69.58 3.552 232630.95
 72.5 3.552 43726.78
 74.29 3.555 4296548.5
 75.56 3.558 684223.06
 73.27 3.562 106459.22
 65.37 3.562 53031.23
 74.29 3.565 2023399.3
 66.77 3.565 62784.42
 72.5 3.565 62755.34
 69.45 3.568 219140.98
 44.49 3.575 592827.19
 65.5 3.575 143607.44
 75.05 3.575 37016
 66.77 3.581 79572.42
 74.8 3.585 72051.36
 63.34 3.598 494719.67
 72.25 3.604 200775.99
 65.5 3.604 100663.28
 74.92 3.607 51855.19
 75.18 3.617 51371.58
 63.34 3.624 824885.63
 65.63 3.624 36206.43
 75.18 3.63 85796.6
 139.6 3.644 35786.62
 120.76 3.647 34978.87
 75.18 3.65 74655.14
 68.68 3.653 120492.19
 65.5 3.653 64135.29
 122.41 3.653 36830.76
 74.67 3.66 71584.57
 63.72 3.66 54032.03
 75.69 3.66 39439.42
 64.48 3.66 38518.52
 75.05 3.663 114748.64
 65.5 3.67 192225.27
 75.69 3.673 46203.89
 64.36 3.673 38113.5
 69.7 3.676 56923.37
 62.45 3.683 248423.75
 68.68 3.683 58854.48
 139.6 3.686 38111.24
 63.72 3.69 167835.09
 75.69 3.69 128762.1
 65.63 3.696 79271.68
 74.8 3.699 36007.73
 63.72 3.703 250606.45
 66.01 3.709 93072.59
 75.69 3.713 1248474.34
 73.27 3.713 38753.33
 72.5 3.719 281843.08
 66.77 3.719 59242.01
 75.56 3.726 3571065.42
 63.59 3.726 1913898.19
 74.41 3.726 425896.64
 66.14 3.726 100810.69
 139.6 3.726 36975.36
 78.74 3.729 164610.47
 62.57 3.729 117520.24
 58.88 3.729 59705.03
 61.81 3.729 42106.16
 72.5 3.736 183579.36
 66.77 3.736 73770
 75.56 3.742 611039.66
 63.59 3.745 3457222.15
 56.33 3.745 312140.88
 62.57 3.745 113115.96
 78.74 3.749 219112.95
 61.81 3.749 39688.17
 75.56 3.765 61017.76
 63.46 3.768 657253.86
 74.16 3.772 95056.92
 62.45 3.772 36104.14
 57.23 3.775 1564224.13
 72.5 3.775 73920.44
 75.43 3.778 87632.07
 63.46 3.781 2524140.5
 56.08 3.781 60845.46
 139.6 3.781 44493.21
 62.45 3.785 81521.63
 72.5 3.785 53315.2
 74.16 3.788 273200.39
 75.31 3.791 70959.15
 53.41 3.798 659492.94
 70.34 3.798 74674.88
 74.92 3.801 161464.76
 139.6 3.804 35525.3
 72.25 3.808 41565.82
 70.47 3.814 114950.77
 75.05 3.814 80431.8
 63.46 3.821 100441.21
 139.6 3.821 38429.95
 73.14 3.831 92143.06
 65.25 3.831 91972.64
 74.16 3.837 3907784.75
 75.31 3.837 191060.07
 139.6 3.837 39141.19
 72.5 3.841 405299.02
 83.45 3.841 48450.51
 49.97 3.841 35045.05
 63.46 3.844 2947631.15
 62.45 3.844 111310.38
 61.68 3.847 41161.98
 65.25 3.85 95906.14
 73.14 3.85 71874.37
 59.26 3.854 269958.06
 75.05 3.86 53175.19
 80.02 3.86 44016.17
 63.46 3.864 1116701.67
 56.84 3.864 67680.62
 76.96 3.864 64846.68
 62.45 3.864 42342.98
 139.6 3.867 42831.25
 75.05 3.873 121346.87
 63.72 3.88 203284.81
 75.05 3.887 76701.23
 72.38 3.887 48812.05
 139.48 3.887 48135.56
 70.85 3.893 397806.81
 63.59 3.9 4350218.78
 62.57 3.9 156560.63
 61.81 3.9 52869.19
 72.5 3.903 155848.54
 83.96 3.903 55380.12
 120.89 3.903 38126.89
 61.17 3.903 34994.82
 70.85 3.906 74477.89
 74.92 3.906 71945.42
 139.6 3.906 45182.78
 68.94 3.913 134137.95
 63.59 3.916 3537619.46
 62.57 3.916 130325.66
 73.52 3.916 59528.98
 61.81 3.919 54808.51
 72.63 3.923 717029.25
 73.52 3.929 100967.34
 139.6 3.939 48353.59
 56.59 3.942 204359.23
 36.09 3.942 41115.56
 59.01 3.946 261735.67
 73.52 3.949 177878.98
 72.25 3.952 179292.32
 138.46 3.952 42200.16
 139.6 3.959 49381.78
 121.01 3.959 35014.96
 63.08 3.962 70684.44
 74.16 3.965 76960.36
 139.6 3.975 54445.41
 71.61 3.978 88007.28
 57.73 3.985 195180.77
 63.21 3.988 84279.36
 35.84 3.992 34659.97
 71.74 3.995 139839.37
 54.3 3.995 104183.66
 75.69 3.995 60914.29
 139.6 3.998 52327.61
 82.69 3.998 35854.3
 59.01 4.001 178082.5
 83.45 4.001 34803.81
 71.99 4.015 385497.5
 76.32 4.015 82566.81
 66.27 4.021 95716.4
 139.6 4.021 68657.2
 71.99 4.034 57502.33
 75.31 4.038 86389.52
 66.27 4.041 64454.11
 139.6 4.041 50643.3
 123.56 4.041 41732.02
 121.01 4.044 36257.67
 120.12 4.044 35120.03
 98.73 4.051 110017.42
 71.87 4.057 156432.32
 139.6 4.057 42964.39
 76.83 4.064 38192.85
 40.42 4.064 37366.65
 38.51 4.064 35345.27
 120.89 4.064 34699.59
 59.26 4.067 263858.56
 57.99 4.067 166170.8
 119.87 4.07 45969.57
 139.6 4.07 44539.69
 56.33 4.077 131101.58
 71.87 4.077 44625.03
 75.05 4.08 120011.98
 139.6 4.09 72770.28
 78.87 4.09 58765.15
 138.46 4.09 37143.11
 120.89 4.09 36430.56
 68.18 4.093 101643.05
 139.6 4.113 54022.14
 121.01 4.113 41401.45
 38.13 4.113 40648.07
 122.03 4.12 35302.83
 78.36 4.123 79573.01
 120.89 4.123 42531.8
 77.34 4.126 66924.46
 71.36 4.129 3304920.25
 72.38 4.129 50452.48
 139.6 4.133 84856.16
 22.98 4.133 71544.97
 83.2 4.133 50162.77
 64.1 4.143 376395.28
 121.01 4.146 44185.03
 82.69 4.152 34908.2
 64.1 4.156 83166.78
 73.14 4.156 68890.49
 74.41 4.159 39709.77
 139.6 4.162 68382.66
 138.71 4.162 34774.66
 120.76 4.169 42003.48
 38.25 4.169 36690.69
 123.56 4.185 35904.48
 61.17 4.189 181884.52
 73.14 4.189 56962.28
 138.84 4.189 36821.99
 139.6 4.192 84559.35
 119.87 4.192 43559.28
 121.01 4.192 43264.69
 121.9 4.192 35341.31
 123.69 4.205 40833.5
 139.6 4.215 68155.91
 38 4.215 35683.41
 36.09 4.218 38264.11
 121.01 4.228 50714.39
 139.6 4.231 67287.01
 79.12 4.231 49163.4
 138.58 4.238 42668.19
 120.76 4.238 36543.3
 79.63 4.251 41204.57
 121.01 4.254 44279.01
 49.97 4.257 38756.28
 123.81 4.257 35706.11
 139.6 4.261 69866.84
 68.94 4.264 270215.13
 77.6 4.267 45758.05
 18.14 4.271 39416.34
 38.25 4.274 39632.38
 139.6 4.277 70044.56
 120.89 4.277 64362.97
 18.39 4.277 38682.64
 39.4 4.277 38015.72
 122.8 4.28 42671.04
 118.21 4.28 35393.89
 62.19 4.287 103667.66
 139.6 4.29 77173.45
 39.53 4.297 41315.17
 38 4.3 36259.68
 40.42 4.3 35213.26
 139.6 4.303 73523.48
 121.9 4.303 39908.8
 118.34 4.303 37587.12
 120.89 4.307 90992.85
 40.55 4.307 49171.7
 35.96 4.307 39337.18
 100.39 4.307 36916.45
 19.03 4.31 35568.75
 39.02 4.313 52561.85
 88.93 4.313 37769.25
 139.6 4.32 77871.06
 39.27 4.32 45098.19
 121.9 4.32 43838.58
 62.32 4.323 79680.11
 138.71 4.323 47111.33
 123.18 4.323 38929.85
 38.25 4.326 42357.49
 121.78 4.33 44198.5
 36.09 4.33 35028.43
 38.51 4.333 42606.63
 119.87 4.336 34733.03
 121.01 4.34 58236.5
 34.94 4.34 37317.66
 139.6 4.343 106218.12
 138.71 4.343 56975.43
 121.9 4.343 43157.04
 122.67 4.346 37791.7
 123.56 4.349 38633.1
 51.37 4.349 34612.98
 18.27 4.356 42843.26
 122.67 4.356 34690.51
 39.27 4.359 51424.23
 79.12 4.359 34675.3
 35.84 4.363 39885.79
 38.38 4.363 38058.84
 40.55 4.363 35678.07
 121.01 4.366 59337.32
 88.29 4.369 39758.03
 40.42 4.376 40389.87
 39.4 4.379 34667.54
 139.6 4.382 106670.66
 121.9 4.382 55492.43
 123.43 4.382 41923.49
 117.32 4.382 41419.78
 37.87 4.382 37922.31
 50.1 4.382 35315.06
 120.89 4.386 58502.24
 138.84 4.386 45548.15
 34.82 4.386 34877.06
 51.37 4.389 52484.89
 38.64 4.392 43944.32
 36.09 4.392 37544.89
 1.71 4.395 36222.85
 116.56 4.395 35647.93
 121.01 4.399 56541.34
 138.71 4.399 54885.65
 137.57 4.399 50480.28
 122.54 4.399 49112.11
 118.09 4.399 36173.62
 119.74 4.402 37274.8
 35.96 4.405 39691.39
 39.4 4.409 50571.91
 138.84 4.412 59846.18
 123.56 4.412 46192.77
 40.55 4.412 45423.65
 50.1 4.412 35834.23
 139.6 4.415 122291.62
 121.01 4.415 58838.23
 122.67 4.415 44354.59
 120.38 4.415 40675.39
 121.9 4.415 35032.78
 82.94 4.425 48512.16
 120.89 4.428 63539.07
 122.8 4.428 44904.94
 139.6 4.431 125953.04
 138.84 4.431 64764.42
 138.33 4.431 52284
 123.43 4.431 42237.32
 39.27 4.438 56272.68
 122.54 4.438 51120.47
 121.9 4.438 49864.93
 38.38 4.438 49047.77
 40.42 4.438 44472.26
 48.7 4.438 35515.64
 18.01 4.438 34554.36
 120.89 4.441 49082.95
 50.1 4.441 37287.31
 74.29 4.445 42736.79
 118.21 4.445 42424.27
 109.05 4.445 39373.98
 139.6 4.451 88724.78
 1.46 4.451 60297.31
 4.39 4.451 44104.66
 35.84 4.454 47036.31
 100.39 4.454 43015.25
 119.36 4.454 40331.53
 120.25 4.454 36364.99
 138.71 4.458 66837.73
 120.89 4.458 56597.02
 122.8 4.458 46966.75
 39.4 4.458 43594.87
 123.56 4.458 43409.01
 117.45 4.458 39570.11
 18.01 4.458 36367.87
 82.94 4.458 36202.01
 1.97 4.461 56176.35
 50.1 4.461 55585.13
 79.76 4.461 41801.78
 139.6 4.464 124218.46
 40.55 4.464 65907.13
 38.13 4.464 63641.52
 34.82 4.464 62228.6
 86.25 4.464 35073.79
 18.14 4.468 72492.52
 103.83 4.468 40734.56
 2.99 4.468 38585.07
 16.86 4.468 34772.08
 120.89 4.471 88364.48
 122.29 4.471 65793.99
 123.81 4.471 58045.27
 62.19 4.471 44062.65
 83.84 4.471 41978.31
 118.09 4.474 67471.21
 35.96 4.474 45201.21
 123.31 4.474 42799.89
 38.76 4.477 66519.05
 17.76 4.477 35949.45
 3.62 4.481 41273.78
 123.43 4.484 66601.75
 39.4 4.484 65165.04
 35.84 4.484 50352.57
 81.67 4.484 45119.83
 138.71 4.487 67827.48
 122.67 4.487 48431.52
 116.56 4.487 45115.11
 40.55 4.487 42419.03
 119.74 4.487 40741.98
 37.87 4.487 38525.13
 137.57 4.487 34728.32
 139.6 4.491 178340.68
 121.01 4.491 87399
 121.9 4.491 60736.37
 124.2 4.491 38271.08
 83.84 4.491 36141.13
 36.85 4.494 38840.21
 1.97 4.497 35769.98
 117.45 4.497 35077.6
 18.27 4.5 74904.69
 34.94 4.5 42082.54
 118.34 4.5 40747.33
 122.67 4.504 61919.5
 40.55 4.504 55913.01
 37.87 4.504 53088.23
 35.96 4.504 37650.33
 79.89 4.504 36486.15
 39.4 4.504 36473.09
 138.58 4.507 71306.26
 51.37 4.507 56630.48
 49.97 4.507 50998.17
 56.08 4.507 36783.98
 52.64 4.507 35912.62
 139.6 4.51 154969.25
 38.64 4.51 83608.11
 121.78 4.51 60302.92
 119.49 4.51 47115.21
 121.01 4.514 89359.41
 123.56 4.514 85291.54
 120.38 4.514 43428.66
 2.1 4.514 37907.93
 15.97 4.514 35333.17
 118.34 4.517 45322.81
 124.32 4.517 36427.96
 35.84 4.52 64202.61
 83.84 4.52 51326.62
 18.27 4.52 49538.27
 17.76 4.52 48304.52
 36.85 4.52 45128.02
 2.86 4.52 43160.49
 14.57 4.52 36409.96
 139.6 4.523 173408.16
 138.71 4.523 68439.75
 100.51 4.523 62385.52
 37.87 4.523 46457.67
 80.02 4.527 37524.65
 120.89 4.53 89795.51
 39.4 4.53 76612.96
 37.11 4.53 48955.37
 109.17 4.53 43804.97
 117.32 4.53 42968.22
 119.61 4.53 41844.86
 81.67 4.53 34823.22
 121.78 4.533 84210.74
 56.21 4.533 48055.46
 3.62 4.533 38073.93
 38.51 4.537 69954.04
 35.96 4.537 63061.74
 122.8 4.537 57303.9
 34.69 4.537 54106.48
 50.1 4.537 50959.81
 40.55 4.537 50138.25
 139.6 4.54 153297.99
 37.62 4.54 67144.89
 83.2 4.54 49992.74
 137.57 4.54 44057.82
 125.47 4.54 36315.29
 69.96 4.54 34986.92
 118.98 4.543 52483.12
 102.17 4.543 37019.81
 118.21 4.546 80003.15
 120.89 4.546 78152.7
 116.56 4.546 50037.16
 80.02 4.546 42214.1
 123.43 4.55 106206.53
 16.99 4.55 42449.1
 100.39 4.55 40476.85
 124.32 4.55 38840.56
 82.69 4.55 35304.19
 139.6 4.553 169787.61
 38.89 4.553 107800.34
 38 4.553 94968.1
 138.71 4.553 89292.43
 51.37 4.553 79786.48
 48.95 4.553 67889
 40.42 4.553 65713.39
 34.82 4.553 64252.07
 16.1 4.553 56963.66
 119.49 4.553 55770.94
 31 4.553 48772.5
 83.96 4.553 46058.13
 88.29 4.553 45076.17
 42.71 4.553 42695.48
 21.45 4.553 41521.15
 39.27 4.556 105855.1
 49.97 4.556 82975.33
 121.9 4.556 74763.86
 35.96 4.556 70208.73
 18.39 4.556 67504.73
 103.83 4.556 45197
 57.73 4.556 36880.64
 41.57 4.556 36520.79
 122.54 4.56 64844.33
 17.76 4.56 53317.1
 117.32 4.56 43544.33
 3.62 4.56 37024.35
 120.89 4.563 146478.46
 40.42 4.563 101730.92
 119.61 4.566 60804.02
 77.85 4.566 46617.43
 109.05 4.566 41994.96
 55.95 4.566 41882.98
 52.9 4.566 39769.41
 82.82 4.566 37566.49
 139.6 4.569 178480.74
 123.69 4.569 92606.69
 125.47 4.569 53283.54
 34.94 4.569 52755.62
 4.51 4.569 42278.48
 138.71 4.573 86304.56
 40.55 4.573 77994.53
 36.09 4.573 69409.93
 118.47 4.573 63110.49
 122.8 4.573 57010.53
 66.9 4.573 56054.6
 18.14 4.573 46089.54
 51.37 4.576 65739.72
 2.1 4.576 48346.98
 98.99 4.576 37260.96
 86.13 4.576 35241.57
 137.44 4.579 86275.12
 1.46 4.579 62698.74
 2.86 4.579 41030.57
 139.6 4.582 216637.35
 79.63 4.582 62436.64
 14.83 4.582 43178.42
 38.51 4.586 140557.69
 124.2 4.586 76807.31
 100.51 4.586 61565.61
 59.9 4.586 53814.26
 33.42 4.586 45798.52
 115.79 4.586 35964.14
 39.4 4.589 117358.62
 120.89 4.589 116987.03
 121.9 4.589 99613.25
 49.97 4.589 96066.7
 119.74 4.589 90811.19
 99.24 4.589 72832.68
 79.89 4.589 71048.93
 41.57 4.589 69863.89
 35.84 4.589 65254.39
 36.73 4.589 64078.86
 18.01 4.589 57912.72
 55.32 4.589 48920.27
 40.55 4.589 41110.1
 88.67 4.589 40920.12
 80.78 4.589 34758.71
 3.62 4.592 83623.04
 82.69 4.592 70475.16
 122.67 4.592 69805.86
 118.85 4.592 40900.07
 16.99 4.592 40693.52
 123.43 4.592 38708.23
 87.91 4.592 35178.42
 2.22 4.596 48511.56
 125.47 4.599 65233.36
 55.95 4.599 62014.57
 116.56 4.599 51473.53
 4.77 4.599 41649.94
 139.6 4.602 345176.24
 138.58 4.602 199426.35
 48.82 4.602 91647.03
 137.57 4.602 80039.65
 77.6 4.602 72215.12
 52.77 4.602 63840.17
 18.01 4.602 56747.38
 117.45 4.602 55906.52
 15.46 4.602 44201.54
 109.17 4.602 40538.19
 38.64 4.605 130569.39
 39.4 4.605 127855.41
 123.31 4.605 111283.94
 50.1 4.605 107267.26
 51.37 4.605 94575.52
 35.96 4.605 91195.35
 40.55 4.605 86778.78
 34.94 4.605 79482.02
 118.72 4.605 73279.71
 119.74 4.605 72392.34
 30.87 4.605 58401.06
 37.24 4.605 54520.49
 16.23 4.605 46793.71
 42.71 4.605 36907.89
 56.33 4.605 34863.35
 14.57 4.605 34553.05
 121.01 4.609 147151.51
 122.03 4.609 96629.2
 79.89 4.609 82816.65
 80.65 4.609 64714.71
 1.59 4.609 60451.32
 124.32 4.609 59039.57
 52.51 4.609 47257.05
 100.39 4.609 40501.27
 6.04 4.609 40001.33
 79 4.609 37589.07
 81.67 4.612 88148.13
 83.71 4.612 57170.4
 3.75 4.612 52966.96
 89.95 4.612 36369.76
 118.85 4.615 84661.55
 82.69 4.615 80720.54
 1.84 4.615 75000.78
 70.09 4.615 70629.16
 55.57 4.615 66890.51
 2.86 4.615 65716.08
 16.23 4.615 52156.7
 42.33 4.615 44994.6
 5.15 4.615 44492.25
 121.01 4.619 143057.48
 38.64 4.619 121599.42
 40.67 4.619 105737.77
 51.37 4.619 91374.82
 37.75 4.619 80476.16
 122.41 4.619 77125.18
 119.87 4.619 64528.3
 18.01 4.619 61368.64
 115.79 4.619 50811.69
 41.57 4.619 43188.76
