# w1 w2 "Data Height"
 70.53 4.758 129764.53
 97.56 4.758 117719.22
 49.98 4.758 114275.65
 78.4 4.758 93480.6
 130.56 4.758 89002.43
 71.3 4.758 84291.2
 54.29 4.758 62335.76
 33.73 4.758 52487.87
 29.93 4.758 51033.16
 79.54 4.758 49241.18
 94.01 4.758 39310.61
 109.24 4.761 940006.44
 103.53 4.761 704403.69
 138.17 4.761 670417.79
 25.1 4.761 616882.63
 29.04 4.761 582856.92
 95.41 4.761 505358.94
 12.41 4.761 492678.17
 65.71 4.761 487973.66
 27.39 4.761 394291.34
 88.3 4.761 372278.13
 49.09 4.761 359160.23
 75.1 4.761 346870.13
 118.63 4.761 329257.29
 15.71 4.761 302058.34
 8.86 4.761 284672.84
 50.86 4.761 235611.53
 100.1 4.761 164534
 6.58 4.761 111895.36
 18.76 4.761 78958.84
 139.44 4.765 2455168
 123.96 4.765 1650369.38
 7.59 4.765 1380007.75
 83.48 4.765 1363920.75
 14.82 4.765 1275468
 107.46 4.765 1100567
 87.28 4.765 1065373.58
 32.46 4.765 1041979.31
 119.01 4.765 973989.94
 56.45 4.765 860582.81
 89.44 4.765 848174.19
 112.67 4.765 801847.63
 67.11 4.765 739568
 106.07 4.765 739534.25
 42.49 4.765 713401.63
 72.82 4.765 712392.38
 30.69 4.765 710814.38
 45.03 4.765 700272.44
 51.75 4.765 658127.3
 101.24 4.765 655066.31
 46.17 4.765 541024.88
 21.3 4.765 434499.31
 97.82 4.765 303329.5
 36.27 4.765 288200.25
 121.42 4.765 248549.44
 130.94 4.765 245526.67
 109.87 4.765 179247.37
 85.76 4.765 92334.17
 125.48 4.768 1757743.38
 53.02 4.768 1321466.88
 32.84 4.768 1173046.63
 103.91 4.768 1108679.75
 84.87 4.768 1041642.74
 56.83 4.768 979347.15
 107.84 4.768 943065.06
 31.07 4.768 916191.63
 67.62 4.768 901843.62
 132.84 4.768 883883.19
 47.31 4.768 837080.69
 5.81 4.768 805480.31
 3.53 4.768 801735.13
 68.25 4.768 759251.77
 134.49 4.768 750647.06
 49.34 4.768 497845.25
 9.24 4.768 448977.5
 76.5 4.768 399930.85
 92.87 4.768 320929.11
 69.52 4.768 304226.32
 139.69 4.771 4743845.5
 83.86 4.771 2456968.03
 22.18 4.771 1695172
 57.97 4.771 1627759.63
 91.09 4.771 1537646.25
 1.25 4.771 1327556.5
 106.32 4.771 1293387
 119.26 4.771 1242200.13
 27.77 4.771 1209902.38
 55.56 4.771 1189064.88
 35 4.771 1169899.25
 36.65 4.771 1079741.75
 89.7 4.771 989251.62
 111.14 4.771 870815.94
 95.79 4.771 790294.76
 16.35 4.771 758662.87
 46.42 4.771 727247.5
 17.36 4.771 690303.93
 86.02 4.771 558298.18
 38.05 4.771 493891.34
 74.34 4.771 490082.59
 137.03 4.771 395155.01
 96.42 4.771 368539.03
 75.61 4.771 362949.73
 121.68 4.771 311255.06
 125.99 4.771 306112.75
 34.37 4.771 244765.33
 2.26 4.774 2195807.25
 53.4 4.774 2007763.63
 91.47 4.774 1772618.88
 33.1 4.774 1517100
 99.21 4.774 1447268.75
 104.16 4.774 1341575.38
 75.99 4.774 1194014.5
 16.73 4.774 1179692.63
 39.06 4.774 1150280.63
 47.69 4.774 1106275.88
 31.32 4.774 1022212
 135 4.774 951718.31
 100.74 4.774 866544.38
 108.1 4.774 800829.25
 98.2 4.774 772108.77
 96.8 4.774 641172.58
 65.2 4.774 542766.19
 63.68 4.774 509597.59
 35.38 4.774 452286.03
 54.93 4.774 154588.59
 19.27 4.774 116141.34
 111.65 4.778 1635640.75
 90.08 4.778 1450737.5
 10.76 4.778 1173599
 62.41 4.778 1135231.82
 86.27 4.778 1080497
 81.32 4.778 985368.56
 24.34 4.778 955149.94
 127.64 4.778 876844.94
 121.93 4.778 839773.19
 36.91 4.778 763006.13
 40.33 4.778 724448.69
 46.68 4.778 650176.81
 120.53 4.778 609514.38
 9.49 4.778 528780.24
 31.83 4.778 404073.03
 60.51 4.778 403348.5
 19.65 4.778 351843.84
 6.96 4.778 312596.61
 93.12 4.778 295245.61
 73.71 4.778 276252.53
 94.26 4.778 120978.77
 47.95 4.781 1544819.25
 126.37 4.781 1511120.5
 25.99 4.781 1448119.88
 131.7 4.781 942014.94
 4.29 4.781 872957.13
 97.06 4.781 796564.31
 43.5 4.781 704193.48
 18.12 4.781 675367.57
 79.04 4.781 674619
 68.88 4.781 640641.75
 114.95 4.781 600640.13
 52.39 4.781 599010.25
 80.43 4.781 557834.19
 103.27 4.781 401870.1
 101.88 4.781 382843.63
 63.3 4.781 372140.69
 4.67 4.781 313793.74
 28.4 4.781 215468.81
 26.63 4.781 195852.7
 11.53 4.781 139017.92
 88.43 4.781 75501.41
 62.79 4.784 1406955.5
 122.18 4.784 1299021.88
 116.73 4.784 1006286.06
 77.39 4.784 916357.19
 37.16 4.784 746945.31
 71.55 4.784 566222.25
 13.94 4.784 505422.83
 130.3 4.784 452221.34
 93.38 4.784 448893.49
 110.38 4.784 378638.84
 39.95 4.784 361679.11
 25.61 4.784 316709.13
 113.3 4.784 188377.41
 50.86 4.784 118310.87
 136.01 4.784 85595.4
 70.03 4.787 805415.44
 60.13 4.787 783909.36
 79.92 4.787 661808.33
 130.05 4.787 510668.91
 45.41 4.787 484874.84
 29.93 4.787 475527.78
 114.57 4.787 450415.97
 119.64 4.787 334786.92
 15.46 4.787 307250.23
 38.55 4.787 274111.34
 101.62 4.787 211761.61
 130.3 4.787 211316.1
 19.9 4.787 207999.58
 58.61 4.787 189266.55
 124.72 4.787 188337.5
 135.13 4.787 184302.07
 18.76 4.787 162885.67
 133.6 4.787 159564.93
 108.48 4.787 138240.3
 100.36 4.787 83562.85
 57.34 4.787 52902
 17.74 4.791 632229.35
 8.61 4.791 395138.57
 23.07 4.791 384678.34
 96.8 4.791 284401.4
 86.27 4.791 280892.58
 61.52 4.791 274320.33
 66.35 4.791 220836.58
 102.51 4.791 220314.8
 6.2 4.791 184739.75
 87.79 4.791 84877.42
 85.38 4.791 75759.91
 26.5 4.794 628313.18
 48.2 4.794 606927.71
 53.78 4.794 577154.74
 129.54 4.794 563843.88
 28.28 4.794 509445.09
 40.71 4.794 488845
 18 4.794 372661.57
 135.51 4.794 361229.44
 94.65 4.794 335885.69
 99.72 4.794 316342.5
 120.79 4.794 309551.85
 35.76 4.794 263151.45
 39.57 4.794 257527.69
 65.46 4.794 235241.85
 115.58 4.794 227398.89
 2.77 4.794 219532.5
 11.91 4.794 211193.32
 103.02 4.794 206112
 74.98 4.794 191140.77
 10.89 4.794 188585.85
 38.3 4.794 151647.81
 128.15 4.794 144858.94
 111.9 4.794 134928.42
 113.68 4.794 128488.93
 24.47 4.794 117851.7
 64.19 4.794 114667.7
 26.88 4.794 111593.58
 81.32 4.794 56712.83
 77.51 4.797 391095.61
 122.31 4.797 382332.59
 49.98 4.797 382153.53
 137.54 4.797 371660.24
 62.79 4.797 368443.09
 12.79 4.797 323932.46
 86.65 4.797 308558.54
 43.38 4.797 267386.67
 128.53 4.797 208522.68
 123.32 4.797 177837.71
 100.99 4.797 156159.93
 79.8 4.8 445803.16
 29.29 4.8 362054.51
 103.4 4.8 343562.16
 121.04 4.8 296907.91
 41.98 4.8 289333.66
 20.54 4.8 211668.31
 105.56 4.8 211275.53
 131.95 4.8 180417.84
 24.85 4.8 178900.81
 70.15 4.8 136701.66
 71.55 4.8 110906.89
 104.8 4.8 105883.13
 81.83 4.8 105766.58
 18.63 4.8 100692.34
 96.17 4.8 83137.75
 27.13 4.8 79409.21
 72.56 4.8 43100.61
 5.05 4.8 32713.56
 15.46 4.804 347349.05
 50.23 4.804 341766.6
 118.25 4.804 331125.83
 97.18 4.804 327095.99
 123.71 4.804 264767.74
 86.9 4.804 238925.73
 30.43 4.804 219163.5
 83.1 4.804 195642.09
 136.14 4.804 175676.86
 66.85 4.804 173044.16
 36.02 4.804 160431.3
 114.44 4.804 152589.02
 130.81 4.804 149724.02
 107.21 4.804 130231.23
 78.53 4.804 114333.28
 108.86 4.804 97213.29
 6.58 4.804 77574.72
 33.99 4.804 66197.85
 118.76 4.804 60617.2
 54.67 4.804 59416.98
 10.13 4.804 44318.59
 139.95 4.807 3925385.19
 43.88 4.807 317149.75
 88.17 4.807 254602.1
 94.01 4.807 234452.65
 8.86 4.807 226696.3
 21.04 4.807 206880.63
 51.37 4.807 202168.72
 72.95 4.807 112597.99
 124.72 4.807 109294.03
 97.56 4.807 109275.04
 138.93 4.807 98856.75
 89.32 4.807 67891.78
 47.31 4.807 54267.24
 3.91 4.807 49639.81
 85.38 4.81 271298.45
 56.45 4.81 237362.84
 106.07 4.81 180217.22
 129.54 4.81 174601.4
 96.42 4.81 106107.62
 44.39 4.81 97410.92
 7.72 4.81 95501.47
 126.24 4.81 95312.95
 35.51 4.81 69358.14
 85.89 4.81 61624.47
 137.03 4.81 47852.46
 69.65 4.81 45450.02
 17.62 4.81 29743.23
 104.67 4.81 28842.2
 107.72 4.814 175895.48
 8.1 4.814 122790.85
 36.4 4.814 113756.39
 47.56 4.814 75986.06
 78.4 4.814 67577.18
 68.5 4.814 53991.75
 109.62 4.814 29628.16
 74.34 4.814 27595.32
 71.04 4.814 23785.39
 11.14 4.814 23231.57
 33.99 4.817 201285.13
 60.13 4.817 194900.2
 10.51 4.817 186585.43
 29.29 4.817 138350.28
 79.92 4.817 112758.08
 119.52 4.817 100667.16
 59.24 4.817 89686.39
 98.58 4.817 85988.56
 35.89 4.817 76794.95
 135.89 4.817 59601.03
 15.46 4.817 50966.16
 41.09 4.817 49313.8
 112.67 4.817 48577.76
 138.43 4.817 38075.56
 121.68 4.817 29784.7
 24.98 4.817 27754.52
 83.73 4.817 25554.7
 118.5 4.82 229250.4
 64.19 4.82 101453.93
 54.16 4.82 63079.44
 133.22 4.82 52605.14
 39.44 4.82 47162.23
 46.55 4.82 25855.39
 76.37 4.82 18524.07
 90.97 4.82 17527.47
 137.03 4.823 122098.88
 115.33 4.823 121596.55
 126.5 4.823 87969.72
 16.73 4.823 79253.91
 2.77 4.823 68380.13
 62.79 4.823 59479.64
 47.95 4.823 52113.18
 74.34 4.823 41069.95
 138.68 4.823 33076.89
 110.51 4.823 30669.56
 99.72 4.823 26140.26
 61.52 4.823 20879.66
 13.81 4.827 148618.01
 98.58 4.827 138180.32
 121.68 4.827 121958.09
 37.03 4.827 106845.14
 4.42 4.827 73936.23
 18.12 4.827 61717.48
 54.8 4.827 47345.68
 112.03 4.827 46598.54
 91.85 4.827 30217.42
 114.19 4.827 22395.59
 90.58 4.827 20091.86
 58.61 4.827 18475.13
 0.36 4.83 539658.59
 51.75 4.83 56527.44
 101.12 4.83 53578.48
 109.62 4.83 39553.47
 88.43 4.83 36696.98
 32.08 4.83 30865.12
 71.68 4.83 21015.76
 8.23 4.83 20911.86
 139.95 4.833 389990.41
 35.76 4.833 114808.13
 50.23 4.833 89339.46
 77.89 4.833 71229.16
 102.39 4.833 62893.97
 29.42 4.833 58028.6
 87.03 4.833 35204.2
 15.33 4.833 28671.41
 127.26 4.833 26610.51
 78.4 4.833 25546.59
 41.35 4.833 23321.39
 93.25 4.833 17506.63
 2.77 4.836 76675.18
 94.14 4.836 61263.26
 91.98 4.836 49606.8
 24.98 4.836 48022.09
 99.72 4.836 47978.03
 114.06 4.836 39038.01
 64.06 4.836 33502.44
 119.52 4.836 29119.99
 28.02 4.836 25346.56
 16.85 4.836 23216.66
 33.86 4.836 22760.59
 133.48 4.836 20330.58
 103.78 4.836 19188.53
 37.16 4.84 75189.45
 53.91 4.84 68955.96
 121.8 4.84 53144.01
 129.42 4.84 50957.76
 48.07 4.84 42757.91
 135.51 4.84 41843.78
 111.9 4.84 41767.03
 45.28 4.84 40490.13
 46.93 4.84 38545.33
 115.33 4.84 37899.1
 137.03 4.84 31605.1
 10.64 4.84 31353.88
 4.55 4.84 30913.73
 18.12 4.84 29481.25
 131.95 4.84 24219.49
 74.21 4.84 23017.99
 108.22 4.84 21013.18
 62.92 4.84 20603.57
 133.73 4.843 34352.01
 19.39 4.843 24105.41
 101.12 4.843 20663.23
 94.65 4.843 18063.05
 56.32 4.846 57281.92
 21.04 4.846 54806.68
 12.92 4.846 49508.37
 118.38 4.846 47388.41
 50.36 4.846 39236.42
 61.4 4.846 38474.77
 15.33 4.846 37376.58
 85.64 4.846 33068.98
 41.47 4.846 31514.24
 114.31 4.846 30882.91
 29.29 4.846 30134.05
 78.4 4.846 26567.77
 79.8 4.846 23950.16
 24.98 4.846 23777.19
 96.93 4.846 19843.41
 139.95 4.85 346380.28
 104.67 4.85 18759.44
 43.88 4.853 63095.68
 94.26 4.853 48375.87
 98.45 4.853 39617.96
 26.63 4.853 39341.9
 131.95 4.853 37445.46
 18.12 4.853 32219.56
 2.77 4.853 29410.64
 10.89 4.853 29062.89
 99.59 4.853 28461.53
 63.94 4.853 26841.84
 48.07 4.853 24008.73
 94.65 4.853 22192.45
 11.4 4.853 22175.44
 115.2 4.853 22108.95
 58.61 4.853 19051.63
 4.29 4.853 18491.46
 122.06 4.856 77124.04
 126.24 4.856 40306.93
 127.64 4.856 24933.88
 77.26 4.856 20112.89
 137.28 4.856 19344.18
 0.36 4.859 249112.23
 35.89 4.859 45158.32
 29.29 4.859 40275.08
 60 4.859 36251.09
 33.99 4.859 35467.16
 118.5 4.859 35220.79
 21.17 4.859 33066.42
 13.94 4.859 32196.21
 71.3 4.859 23172.96
 124.47 4.859 19169.51
 79.8 4.863 32498.37
 15.33 4.863 21941.84
 46.93 4.863 18316.68
 91.85 4.866 37716
 88.43 4.866 28006.35
 44.01 4.869 60650.49
 35.76 4.869 44019.58
 18.12 4.869 40041.07
 47.95 4.869 38764.34
 11.27 4.869 27927.72
 2.77 4.869 27234.3
 37.16 4.869 22576.11
 108.1 4.869 20105.64
 10.38 4.869 19457.74
 90.08 4.869 19279.39
 51.63 4.869 19234.27
 62.79 4.869 17390.13
 98.58 4.872 55261.94
 4.16 4.872 39747.14
 132.21 4.872 37699.42
 103.78 4.872 17537.48
 114.95 4.872 17369.95
 139.95 4.876 234772.96
 0.36 4.876 206427.63
 50.23 4.876 47625.83
 13.05 4.876 37198.53
 118.5 4.876 33470.64
 15.33 4.876 32862.32
 88.55 4.876 29310.93
 54.67 4.876 28961.75
 79.8 4.876 28566.12
 33.99 4.876 25517.81
 78.27 4.876 24957.65
 90.84 4.876 21363.19
 35.89 4.879 57447.04
 129.42 4.879 45193.34
 101.12 4.879 44096.52
 13.81 4.879 38930.51
 127.39 4.879 34126.79
 109.75 4.879 28816.65
 130.81 4.879 21076.8
 45.28 4.879 18491.35
 37.16 4.882 43233.69
 2.77 4.882 33137.75
 59.87 4.882 31635.11
 72.82 4.882 31431.05
 91.98 4.882 28594.31
 48.07 4.882 26823.01
 67.36 4.882 26299.18
 96.8 4.882 22034.85
 108.22 4.882 20698.78
 11.4 4.882 19700.68
 137.03 4.882 19195.36
 10.26 4.882 19104.32
 8.23 4.882 18124.48
 21.04 4.882 18087.95
 126.24 4.886 35041.79
 94.26 4.886 31683.59
 122.06 4.886 18457.8
 71.42 4.886 18214.1
 77.26 4.886 17685.96
 129.54 4.889 54699.08
 118.5 4.889 40257.91
 50.23 4.889 33849.6
 63.94 4.889 33165.25
 102.39 4.889 30020.58
 85.25 4.889 28755.38
 46.93 4.889 22410.98
 25.36 4.889 20146.45
 15.33 4.889 18340.61
 139.95 4.892 228131.73
 0.36 4.892 199795.35
 54.8 4.892 48251.97
 110.63 4.892 34360.2
 133.48 4.892 25644.51
 8.48 4.892 25242.8
 29.29 4.892 24018.68
 21.42 4.892 23057.28
 43.88 4.892 21973.88
 122.06 4.895 32174.24
 13.05 4.895 28762.76
 58.48 4.895 21242.84
 78.53 4.895 19218.13
 2.77 4.899 38929.29
 91.85 4.899 33261.02
 10.38 4.899 31005.61
 53.78 4.899 29363.77
 79.8 4.899 27669.82
 13.81 4.899 27423.85
 37.29 4.899 25210.9
 48.07 4.899 25032.77
 137.16 4.899 20586.56
 127.51 4.899 18522.28
 132.08 4.899 18395.69
 108.22 4.899 18370.86
 58.73 4.902 28241.74
 98.83 4.902 21918.41
 77.51 4.902 20035.91
 139.95 4.905 158295.81
 35.89 4.905 34577.12
 118.5 4.905 29873.85
 33.86 4.905 25965.07
 50.36 4.905 24486.63
 29.42 4.905 23726.37
 8.73 4.905 23601.6
 10.51 4.908 50315.88
 85.64 4.908 33799.57
 58.99 4.908 30977.83
 121.93 4.912 55520.19
 1.5 4.912 34802.46
 103.66 4.912 25313.75
 13.94 4.912 23967.94
 94.26 4.912 22611.93
 91.85 4.912 22057.94
 63.81 4.912 19303.27
 0.36 4.915 204251.94
 2.77 4.915 45992.8
 41.35 4.915 34531.68
 71.42 4.915 27082.86
 26.37 4.915 24531.82
 129.8 4.915 24519.19
 104.8 4.915 24103.94
 13.05 4.915 21893.61
 62.79 4.915 19712.78
 35.89 4.918 43397.19
 50.23 4.918 38419.68
 132.21 4.918 38118.68
 78.53 4.918 35568.28
 137.16 4.918 33148.29
 43.76 4.918 30323.54
 135.89 4.918 23726.28
 56.45 4.918 22811.03
 131.07 4.918 19665.42
 139.95 4.922 140448.53
 79.8 4.922 38205.14
 105.05 4.922 33106.43
 15.46 4.922 32612.99
 77.51 4.922 28576.94
 123.58 4.922 25262.22
 118.63 4.922 23124.6
 16.6 4.922 22608.14
 98.83 4.925 65497.75
 124.72 4.925 58606.77
 126.24 4.925 40513.99
 33.86 4.925 36810.82
 44.01 4.925 35257.43
 64.06 4.925 31034.73
 97.69 4.925 30558.89
 10.76 4.925 28233.48
 4.29 4.925 25436.49
 18.12 4.925 20497.84
 43.12 4.925 18336.78
 88.55 4.928 45343.95
 87.54 4.928 43366.85
 117.99 4.928 36909.71
 137.28 4.928 33703.11
 105.3 4.928 32885.08
 96.68 4.928 30133.07
 107.97 4.928 29160.86
 86.52 4.928 23559.4
 106.19 4.928 20016.58
 78.78 4.928 19437.04
 37.16 4.928 18044.55
 118.88 4.931 43298.3
 59.11 4.931 21471.11
 32.72 4.931 17693.08
 0.36 4.935 96468.38
 94.14 4.935 43890.88
 116.6 4.935 21205.33
 45.28 4.938 38597.67
 88.17 4.938 33267.37
 31.7 4.938 26983.46
 54.16 4.938 24411.07
 44.01 4.938 18207.09
 126.5 4.941 30618
 43.76 4.941 26333.13
 37.29 4.941 23965.88
 137.41 4.941 21024.94
 29.55 4.941 19818.1
 99.21 4.944 30975.37
 10.76 4.944 23490.98
 33.99 4.944 23183.19
 110.63 4.944 19966.63
 53.66 4.944 17683.19
 139.95 4.948 106969.73
 35.64 4.948 46570.15
 74.21 4.948 45502.33
 18.12 4.948 45282.46
 13.05 4.948 37396.74
 11.4 4.948 35542.81
 94.14 4.948 34323.22
 112.03 4.948 22203.47
 129.42 4.948 21844.27
 59.37 4.948 18572.11
 0.36 4.951 96126.21
 47.18 4.951 33610.83
 21.42 4.951 33571.23
 137.54 4.951 32554.99
 121.93 4.951 29563.83
 61.78 4.951 21678.53
 118.5 4.954 46457.76
 108.22 4.954 35983.65
 91.73 4.954 33454.73
 13.81 4.954 31014.64
 64.06 4.954 25744.49
 72.95 4.954 22397.49
 67.36 4.954 20576.38
 37.29 4.954 18500.12
 54.16 4.958 44894.25
 85.51 4.958 39860.7
 35.76 4.958 37703.45
 77.64 4.958 37205.99
 2.77 4.958 37190.6
 88.55 4.958 32149.18
 43.88 4.958 27039.81
 79.8 4.958 23441.34
 135.63 4.958 20428.81
 4.42 4.958 19379.44
 98.2 4.961 19715.5
 124.47 4.961 19278.38
 0.36 4.964 107822.66
 139.95 4.964 106301.98
 36.02 4.964 36230.65
 15.33 4.964 26703.56
 135.89 4.967 18864.2
 53.91 4.967 17375.8
 44.01 4.971 35543.13
 91.98 4.971 20281.26
 2.64 4.971 19762.42
 54.8 4.974 38152.7
 21.8 4.974 19244.04
 47.95 4.974 18751.91
 139.95 4.977 93752.5
 119.9 4.977 52018.16
 37.16 4.977 34283.49
 0.36 4.98 106632.59
 124.47 4.98 41290.36
 126.12 4.98 32577.27
 35.76 4.98 31654.9
 77.89 4.98 29931.19
 10.51 4.98 28377.57
 118.5 4.98 26358.1
 121.29 4.98 20553.32
 136.14 4.98 18811.74
 31.58 4.98 18115.46
 98.45 4.984 26611.73
 45.53 4.984 23102.82
 21.55 4.984 21955.44
 10.64 4.984 20456.96
 133.73 4.984 17790.54
 86.14 4.984 17516.35
 2.64 4.987 31836.16
 138.3 4.987 25508.1
 79.8 4.987 25107.63
 18.12 4.987 21902.08
 38.94 4.987 21344.74
 99.47 4.987 21279.64
 59.49 4.987 18947.57
 54.8 4.987 18677.95
 111.9 4.987 17654.14
 29.42 4.987 17502.76
 62.92 4.99 29822.09
 96.29 4.99 20914.79
 135.89 4.99 19274.45
 36.02 4.993 31293.22
 118.76 4.993 22845.95
 31.96 4.993 21506.58
 139.95 4.997 103079.4
 44.01 4.997 38420.79
 127.26 4.997 32852.27
 84.11 4.997 22330.66
 44.39 4.997 18463.2
 37.29 5 23819.13
 60.26 5 20008.5
 2.77 5 18411.34
 18.12 5.003 34733.95
 74.21 5.003 22703.62
 33.99 5.003 20327.65
 0.36 5.007 93723.49
 109.87 5.007 31752.82
 91.6 5.007 24058.62
 132.21 5.007 23185.7
 94.39 5.007 23097.1
 64.06 5.007 21726.38
 13.81 5.007 19305.18
 96.42 5.01 22014.39
 15.33 5.013 39867.21
 91.85 5.013 19417.35
 122.44 5.013 18892.05
 44.14 5.016 27288.93
 47.69 5.02 30767.75
 3.91 5.02 28249.53
 0.36 5.023 69289.14
 118.63 5.023 17782.32
 35.89 5.029 19082.37
 126.62 5.029 18162.1
 10.26 5.033 32242.97
 44.14 5.033 21289.97
 98.71 5.036 29424.58
 33.99 5.036 29389.15
 118.63 5.036 23878.69
 4.16 5.036 19438.13
 18.12 5.043 20730.15
 35.89 5.046 24399.57
 37.29 5.046 23798.55
 79.67 5.046 19712.47
 98.83 5.049 23423.85
 12.92 5.049 21091.6
 29.16 5.049 18339.08
 95.03 5.052 34046.64
 129.42 5.052 24059.21
 18.12 5.059 30256.76
 40.84 5.059 21376.98
 132.08 5.059 20025.26
 126.88 5.059 18388.2
 96.68 5.065 20532.83
 98.96 5.065 19622.65
 15.33 5.065 18202.81
 36.02 5.069 21624.88
 94.26 5.072 39459.03
 13.05 5.072 27133.41
 97.06 5.072 18858.27
 18.12 5.072 18559.67
 79.67 5.072 18125.57
 33.86 5.075 22526.27
 99.97 5.075 20489.87
 56.07 5.075 19462.63
 101.24 5.079 33829.15
 114.44 5.079 25428.51
 0.36 5.082 58957.9
 118.63 5.082 20755.94
 20.15 5.082 19326.73
 98.71 5.085 82789.55
 44.01 5.085 23611.55
 130.68 5.088 21890.19
 29.29 5.088 18615.25
 53.66 5.088 18366.59
 0.36 5.095 66095.45
 47.06 5.095 18056.05
 4.42 5.098 26032.25
 94.26 5.105 18565.46
 94.26 5.118 19825.06
 79.8 5.124 18070.78
 126.5 5.134 19757.8
 129.42 5.134 18564.38
 36.02 5.137 17815.99
 121.93 5.141 21475.63
 47.95 5.141 21002.18
 51.5 5.144 21994.56
 44.01 5.147 19949.61
 79.04 5.147 18376.26
 95.03 5.151 45436.23
 127.39 5.151 17552.17
 110.51 5.167 20445.73
 97.06 5.183 22483.88
 35.89 5.229 23393.26
 118.63 5.229 19503.72
 95.03 5.232 1205009.38
 95.91 5.232 41581.56
 97.18 5.232 29201.63
 44.01 5.232 25652
 101.12 5.232 25147.6
 98.58 5.232 20126.4
 74.34 5.236 26534.5
 33.99 5.236 23566.48
 0.36 5.239 48468.15
 104.29 5.242 18559.71
 0.36 5.255 46629.15
 35.89 5.272 22516.17
 2.64 5.285 18599.31
 0.36 5.288 38801.7
 12.92 5.298 18009.15
 80.05 5.301 19992.44
 95.03 5.317 46125.29
 95.03 5.415 61952.49
 95.03 5.674 48490.7
 119.01 6.852 21420.22
 124.72 7.143 323108.44
 125.61 7.143 21311.27
 126.24 7.143 17710.64
 139.06 7.8 65933.09
